FILENAME,websites,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8066260.txt,https://hiromcgenshin.ga/,25,hiromcgenshin.ga,16,0,ga,51.74632353,1,0.0002256,0.058105356,2,0,0,0,0,15,0.6,0,0,0,0,0,2,0.08,1,17,200,1,hiromcgenshin,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514311.txt,https://www.brainpreservation.org,32,www.brainpreservation.org,25,0,org,100,1,0.0799628,0.063492655,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,727,12468,1,brainpreservation,100,100,1,0,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,12,14,17,109,5,140,1
685358.txt,https://www.mis-munich.de,24,www.mis-munich.de,17,0,de,100,0.7,0.0326503,0.052185462,2,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1328,19151,1,mis-munich,100,100,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,43,3,9,51,0,46,1
686413.txt,https://www.gatzs.com.cn,23,www.gatzs.com.cn,16,0,cn,100,0.666666667,0.0033218,0.059457003,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,870,227,1,gatzsom,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,9,6,62,2,19,1
36072.txt,https://www.ncp.co.uk,20,www.ncp.co.uk,13,0,uk,100,0.666666667,0.028555,0.060405528,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1773,1273,1,ncpco,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,1,44,4,13,172,16,33,1
8044914.txt,https://zenobrands33.wixsite.com/my-site,40,zenobrands33.wixsite.com,24,0,com,47.10582386,0.65,0.5229071,0.052980772,3,1,0,0,0,26,0.65,2,0.05,0,0,0,4,0.1,1,64,151,1,zenobrands33wixsitemy-site,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
oph04997.txt,http://l7x3m.supergoeducation.com/,34,l7x3m.supergoeducation.com,26,0,com,60.26736796,0.818181818,0.5229071,0.055247004,3,1,0,0,0,22,0.647,2,0.059,0,0,0,3,0.088,0,67,126,1,l7x3msupergoeducation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph08069.txt,https://onlinequranteaching.com/public/vu1ztldladx8jmzdlcffkoeclasczhxc,71,onlinequranteaching.com,23,0,com,32.404258,1,0.5229071,0.047311785,3,0,0,0,0,58,0.817,2,0.028,0,0,0,3,0.042,1,13,115,1,onlinequranteachingpublicvu1ztldladx8jmzdlcffkoeclasczhxc,0,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
578708.txt,https://www.shereypaul.com,25,www.shereypaul.com,18,0,com,100,1,0.5229071,0.057553288,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1763,19008,1,shereypaul,100,100,0,1,1,0,0,0,0,5,0,1,1,1,0,0,0,0,1,40,13,17,199,0,221,1
659066.txt,https://www.ralstonvanderschyff.com,34,www.ralstonvanderschyff.com,27,0,com,100,1,0.5229071,0.055214353,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,680,2804,1,ralstonvanderschyff,100,100,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,39,7,15,0,1,8,1
mw144793.txt,http://www.sleepstarlite-ozark.com,34,www.sleepstarlite-ozark.com,27,0,com,56.93131695,0.736842105,0.5229071,0.062448358,3,1,0,0,0,21,0.618,0,0,0,0,0,2,0.059,0,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573720.txt,https://www.aussomaussie.com,27,www.aussomaussie.com,20,0,com,100,1,0.5229071,0.06724053,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,372,992,1,aussomaussie,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13,5,17,2,2,9,1
794829.txt,https://www.pacificcenturyinst.org,33,www.pacificcenturyinst.org,26,0,org,100,1,0.0799628,0.058598921,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,752,504,1,pacificcenturyinst,100,100,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,21,12,19,9,0,14,1
224313.txt,https://www.visionsmarts.com,27,www.visionsmarts.com,20,0,com,100,1,0.5229071,0.064277879,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,308,605,1,visionsmarts,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,12,2,11,8,2,24,1
mw27034.txt,http://www.greenphoenix.xyz,26,www.greenphoenix.xyz,20,0,xyz,72.35678585,1,0.0017496,0.050678569,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,119,299,1,greenphoenix,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
152813.txt,https://www.socialworktoday.com,30,www.socialworktoday.com,23,0,com,100,1,0.5229071,0.062807766,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,454,1043,1,socialworktoday,100,100,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,18,2,6,25,0,41,1
60944.txt,https://www.pocketgamer.com,26,www.pocketgamer.com,19,0,com,100,1,0.5229071,0.06608421,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2741,9033,1,pocketgamer,100,100,1,0,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,149,0,9,101,0,19,1
52553.txt,https://www.hvl.no,17,www.hvl.no,10,0,no,100,1,0.0023289,0.033801781,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,658,8228,1,hvl,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,20,0,4,54,2,5,1
523561.txt,https://www.workoutsforyou.com,29,www.workoutsforyou.com,22,0,com,100,1,0.5229071,0.058658691,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,294,334,1,workoutsforyou,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,9,17,2,0,1,1
8042480.txt,https://lli1ij.web.app/,22,lli1ij.web.app,14,0,app,50.20408163,0.5,0.001502,0.039575809,3,1,0,0,0,11,0.5,1,0.045,0,0,0,2,0.091,1,5,113749,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0
846275.txt,https://www.introducingvenice.com,32,www.introducingvenice.com,25,0,com,100,1,0.5229071,0.062274825,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,2291,26928,1,introducingvenice,100,100,1,1,1,0,0,1,0,2,0,1,0,1,0,1,1,1,1,74,7,21,214,20,87,1
161480.txt,https://www.reddeeradvocate.com,30,www.reddeeradvocate.com,23,0,com,100,1,0.5229071,0.067779908,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1979,36376,1,reddeeradvocate,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,42,9,18,358,3,277,1
245550.txt,https://www.internavigare.com,28,www.internavigare.com,21,0,com,100,1,0.5229071,0.065164502,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,5659,13260,1,internavigare,100,100,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,46,43,21,114,7,116,1
759347.txt,https://www.cspv.hu,18,www.cspv.hu,11,0,hu,100,1,0.0022172,0.037632047,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,266,267,1,cspv,100,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,2,2,33,0,8,1
576836.txt,https://www.cejastudio.cl,24,www.cejastudio.cl,17,0,cl,100,1,0.0012193,0.060067091,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,764,468,1,ejastudio,90,90,1,1,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,42,13,11,183,9,197,1
711994.txt,https://www.dallashopecharities.org,34,www.dallashopecharities.org,27,0,org,100,1,0.0799628,0.062229271,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,1397,9664,1,dallashopecharities,100,100,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,46,24,34,82,2,114,1
516412.txt,https://www.wiquiltmuseum.com,28,www.wiquiltmuseum.com,21,0,com,100,1,0.5229071,0.051751681,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2472,17296,1,wiquiltmuseum,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,27,4,15,132,0,19,1
33944.txt,https://www.kdab.com,19,www.kdab.com,12,0,com,100,1,0.5229071,0.054276184,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1637,9381,1,kdab,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,19,4,12,276,5,288,1
mw142808.txt,http://www.tallyandfin.com,25,www.tallyandfin.com,19,0,com,67,1,0.5229071,0.055073136,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw130037.txt,http://www.adl-eblaghiran.cf,27,www.adl-eblaghiran.cf,21,0,cf,52.47981546,0.785714286,0.0001858,0.055761794,2,1,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,8,49,1,adl-eblaghiran,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158570.txt,https://www.lucylawless.net,26,www.lucylawless.net,19,0,net,100,1,0.0384199,0.05286003,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,958,4763,1,lucylawless,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,5,12,0,99,1
431811.txt,https://www.traumflieger.de,26,www.traumflieger.de,19,0,de,100,1,0.0326503,0.054827502,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1183,9008,1,traumflieger,100,100,1,1,0,1,0,1,2,2,0,0,0,1,0,0,1,0,1,53,24,14,170,0,125,1
825198.txt,https://www.marcdefant.com,25,www.marcdefant.com,18,0,com,100,1,0.5229071,0.065164301,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,658,2748,1,marcdefant,100,100,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,4,63,52,152,1,154,1
549514.txt,https://www.peelhotels.co.uk,27,www.peelhotels.co.uk,20,0,uk,100,0.846153846,0.028555,0.063331412,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,426,487,1,peelhotelsco,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,14,11,42,0,2,1
7946617.txt,http://aave.im,13,aave.im,7,0,im,73.46938776,1,0.0001564,0.065356158,2,0,0,0,0,5,0.385,0,0,0,0,0,1,0.077,0,9,50,1,aave,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530672.txt,https://www.oskaloosa.com,24,www.oskaloosa.com,17,0,com,100,1,0.5229071,0.074135437,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,6088,24793,1,oskaloosa,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,76,10,57,248,4,69,1
mw70186.txt,http://www.minlisc.com,21,www.minlisc.com,15,0,com,82.09366391,1,0.5229071,0.065819123,3,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,41,112,1,minlisc,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw35659.txt,http://www.giraffe-tour.ru,25,www.giraffe-tour.ru,19,0,ru,67.07482993,0.666666667,0.0180132,0.055642585,2,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553828.txt,https://www.rodworks.com,23,www.rodworks.com,16,0,com,100,1,0.5229071,0.061680855,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1891,3963,1,rodworks,100,100,1,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,18,5,29,103,2,20,1
op336.txt,https://totalproject.cl/894,27,totalproject.cl,15,0,cl,70.30470914,1,0.0012193,0.0510365,2,0,0,0,0,14,0.519,3,0.111,0,0,0,2,0.074,1,9,78,1,totalproject894,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
65329.txt,https://www.conaf.cl,19,www.conaf.cl,12,0,cl,100,1,0.0012193,0.066980213,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,981,3486,1,onaf,80,80,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,44,4,11,243,0,227,1
465141.txt,https://www.mirrors.apple2.org.za,32,www.mirrors.apple2.org.za,25,0,za,100,0.5,0.0018398,0.054879164,2,3,0,0,0,16,0.5,1,0.031,0,0,0,3,0.094,1,250,326,1,mirrorsapple2org,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,5,3,1,4,1
823325.txt,https://www.venusetfleur.com,27,www.venusetfleur.com,20,0,com,100,1,0.5229071,0.057604981,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,47270,7069,1,venusetfleur,100,100,1,0,1,0,0,1,0,21,0,1,1,1,1,1,1,1,1,1904,7,42,378,2,36,1
459579.txt,https://www.newriver.marines.mil,31,www.newriver.marines.mil,24,0,mil,100,0.5625,0.0002984,0.061311302,3,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,2858,11496,1,newrivermarines,0,0,0,1,1,1,1,0,0,3,0,1,0,1,0,0,0,0,1,51,10,9,124,9,136,1
705100.txt,https://www.asc.com.au,21,www.asc.com.au,14,0,au,100,0.571428571,0.0100856,0.075487232,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,1545,10235,1,sccom,0,0,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,0,1,30,12,41,207,8,287,1
8041108.txt,http://securitssy-adssmin.zzux.com/,34,securitssy-adssmin.zzux.com,27,0,com,49.02998236,0.47826087,0.5229071,0.05178552,3,1,0,0,0,24,0.706,0,0,0,0,0,3,0.088,0,11,86,1,securitssy-adssminzzux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
153617.txt,https://www.yangondirectory.com,30,www.yangondirectory.com,23,0,com,100,1,0.5229071,0.062769812,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1942,1495,1,yangondirectory,100,100,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,67,10,23,86,5,43,1
817802.txt,https://www.ggmrc.org,20,www.ggmrc.org,13,0,org,100,1,0.0799628,0.059662482,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,623,830,1,ggmrc,100,100,0,0,0,1,0,0,0,11,0,1,1,0,0,0,0,0,0,1,2,5,6,0,19,1
655741.txt,https://www.milanoretailtour.com,31,www.milanoretailtour.com,24,0,com,100,1,0.5229071,0.068352266,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,322,2759,1,milanoretailtour,100,100,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,10,19,23,62,0,65,1
mw180879.txt,http://www.stbjbpir.osa.pl,26,www.stbjbpir.osa.pl,19,0,pl,52.55555556,0.75,0.0069695,0.047665634,2,2,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681547.txt,https://www.oishiicreative.com,29,www.oishiicreative.com,22,0,com,100,1,0.5229071,0.066978748,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1608,1820,1,oishiicreative,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,77,14,53,90,5,91,1
8028477.txt,https://infosexpressdelivery.com/,32,infosexpressdelivery.com,24,0,com,62.43055556,1,0.5229071,0.057111761,3,0,0,0,0,23,0.719,0,0,0,0,0,1,0.031,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823507.txt,https://www.nydjlive.com,23,www.nydjlive.com,16,0,com,100,1,0.5229071,0.048879784,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1367,9381,1,nydjlive,100,100,0,1,1,0,0,1,0,2,0,1,1,1,1,0,1,0,1,43,2,20,143,0,150,1
mw58300.txt,http://www.ussdns02.heketwe.com,30,www.ussdns02.heketwe.com,24,0,com,42.93628809,0.625,0.5229071,0.04939732,3,2,0,0,0,15,0.5,2,0.067,0,0,0,2,0.067,0,2,39,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw130564.txt,http://www.sena-peygri.cf,24,www.sena-peygri.cf,18,0,cf,58.50340136,0.636363636,0.0001858,0.058070836,2,1,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,20,212,1,sena-peygri,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw50036.txt,http://www.sendf8.isendbox.com,29,www.sendf8.isendbox.com,23,0,com,57.72853186,0.666666667,0.5229071,0.053038644,3,2,0,0,0,15,0.517,1,0.034,0,0,0,2,0.069,0,49,780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
753105.txt,https://www.christianleadersinstitute.org,40,www.christianleadersinstitute.org,33,0,org,100,1,0.0799628,0.062119708,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,1350,9381,1,christianleadersinstitute,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,21,23,39,74,2,94,1
mw65403.txt,http://www.allc.fburl.fun,24,www.allc.fburl.fun,18,0,fun,51.97278912,0.6,0.0001194,0.04191954,3,2,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,8,41,1,allcfburl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw154297.txt,http://www.raufkhalid.com,24,www.raufkhalid.com,18,0,com,66.77777778,1,0.5229071,0.051923575,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,2826,1,raufkhalid,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
mw79760.txt,http://www.privado.info,22,www.privado.info,16,0,info,76.17521368,1,0.0075051,0.051091772,4,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066211.txt,http://confirmarcreditoltau.atsnx.com/?i=1,42,confirmarcreditoltau.atsnx.com,30,0,com,37.84126984,0.807692308,0.5229071,0.060693746,3,1,0,0,0,29,0.69,1,0.024,1,1,0,3,0.119,0,2,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
788662.txt,https://www.chesapeakeconservancy.org,36,www.chesapeakeconservancy.org,29,0,org,100,1,0.0799628,0.063731509,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1084,8047,1,chesapeakeconservancy,100,100,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,46,26,34,152,2,189,1
mw208173.txt,http://www.najlepsiebyvanie.webmerc.eu,37,www.najlepsiebyvanie.webmerc.eu,31,0,eu,42.09288654,0.708333333,0.0056158,0.05619806,2,2,0,0,0,24,0.649,0,0,0,0,0,2,0.054,0,9,50,1,najlpsibyvaniwbmrc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw204254.txt,http://www.huangyifan.com,24,www.huangyifan.com,18,0,com,72.92517007,1,0.5229071,0.052412011,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880273.txt,https://www.sokah2soca.com,25,www.sokah2soca.com,18,0,com,100,0.6,0.5229071,0.064084654,3,1,0,0,0,11,0.44,1,0.04,0,0,0,1,0.04,1,1830,14865,1,sokah2soca,100,100,1,0,0,0,0,0,1,15,0,1,1,1,0,0,0,0,1,28,5,14,113,0,155,1
243972.txt,https://www.robindatahood.com,28,www.robindatahood.com,21,0,com,100,1,0.5229071,0.066022819,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,793,9381,1,robindatahood,100,100,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,21,6,13,34,0,46,1
641327.txt,https://www.mixestilos.com.br,28,www.mixestilos.com.br,21,0,br,100,0.785714286,0.0094423,0.060912157,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,10417,2046,1,mixestiloscom,0,0,1,1,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,55,10,25,638,0,664,1
56819.txt,https://www.texasmotorspeedway.com,33,www.texasmotorspeedway.com,26,0,com,100,1,0.5229071,0.062002453,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1337,7835,1,texasmotorspeedway,100,100,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,64,2,10,74,0,81,1
462697.txt,https://www.footballsamoa.ws,27,www.footballsamoa.ws,20,0,ws,100,1,0.0003477,0.061306877,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2731,19729,1,footballsamoa,100,100,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,117,26,21,401,0,400,1
8008931.txt,http://work4home.co.za/admin/1cb-47c22-b778a6b-70e64d1225c1fef51/enforcer/login.php,82,work4home.co.za,15,0,za,13.44929309,0.5,0.0018398,0.039299093,2,1,0,0,0,44,0.537,21,0.256,0,0,0,10,0.122,0,11,91,1,work4homecoadmin1cb-47c22-b778a6b-70e64d1225c1fef51enforcerloginph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7983615.txt,https://tcommanderdcd7.myportfolio.com/,38,tcommanderdcd7.myportfolio.com,30,0,com,65.8781362,0.576923077,0.5229071,0.060385859,3,1,0,0,0,27,0.711,1,0.026,0,0,0,2,0.053,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877086.txt,https://www.aeromag.in,21,www.aeromag.in,14,0,in,100,1,0.0050842,0.071289567,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,553,257,1,aeromag,100,100,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,33,8,4,1,4,6,1
610911.txt,https://www.designerpapers.com,29,www.designerpapers.com,22,0,com,100,1,0.5229071,0.061872847,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,628,1052,1,designerpapers,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,14,16,11,122,1,131,1
492469.txt,https://www.rentluggage.com,26,www.rentluggage.com,19,0,com,100,1,0.5229071,0.059233901,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1522,9381,1,rentluggage,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,21,44,60,123,3,123,1
830756.txt,https://www.tropiclandia.fi,26,www.tropiclandia.fi,19,0,fi,100,1,0.0027596,0.057867039,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,602,1227,1,tropiclandia,100,100,1,1,1,0,0,1,0,3,1,1,1,0,0,0,0,0,1,15,3,6,52,6,61,1
243262.txt,https://www.surnamemap.eu,24,www.surnamemap.eu,17,0,eu,100,1,0.0056158,0.063425852,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,123,295,1,surnammap,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,6,4,0,12,1
137739.txt,https://www.izquierdarevolucionaria.net,38,www.izquierdarevolucionaria.net,31,0,net,100,1,0.0384199,0.059977348,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,3897,780,1,izquierdarevolucionaria,100,100,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,86,15,24,228,27,45,1
424819.txt,https://www.newnotizie.it,24,www.newnotizie.it,17,0,it,100,1,0.012178,0.059754206,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2914,2895,1,newnotze,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,38,12,26,158,16,166,1
777328.txt,https://www.lanuevacomuna.com,28,www.lanuevacomuna.com,21,0,com,100,1,0.5229071,0.065261075,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,3183,9381,1,lanuevamuna,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,75,9,16,222,1,232,1
mw131426.txt,http://www.powker.myfr.xyz,25,www.powker.myfr.xyz,19,0,xyz,56.75551471,0.636363636,0.0017496,0.039603409,3,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,3,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8057490.txt,https://helpid304912344.web.app/,32,helpid304912344.web.app,23,0,app,42.87964713,0.842105263,0.001502,0.025774401,3,1,0,0,0,12,0.375,9,0.281,0,0,0,3,0.094,1,6,97,0,0,5.263157895,5.263157895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw145019.txt,http://www.graduate.cmru.ac.th,30,www.graduate.cmru.ac.th,23,0,th,100,0.5625,0.0005097,0.05760956,2,3,0,0,0,16,0.533,0,0,0,0,0,3,0.1,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161763.txt,https://www.thepeoplehistory.com,31,www.thepeoplehistory.com,24,0,com,100,1,0.5229071,0.060763984,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,706,1690,1,thepeoplehistory,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,5,2,4,85,0,87,1
mw204535.txt,http://www.formandbackground.com,31,www.formandbackground.com,25,0,com,75.44836116,1,0.5229071,0.057413728,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,33,185,1,formandbackground,100,100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
